[22:29:55] [ServerMain/INFO]: [bootstrap] Running Java 21 (OpenJDK 64-Bit Server VM 21.0.5+11-Ubuntu-1ubuntu120.04; Ubuntu null) on Linux 6.5.0-1025-azure (amd64)
[22:29:55] [ServerMain/INFO]: [bootstrap] Loading Paper 1.21-130-master@b1b5d4c (2024-08-10T10:02:42Z) for Minecraft 1.21
[22:29:55] [ServerMain/INFO]: [PluginInitializerManager] Initializing plugins...
[22:29:59] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.opencollab.dev/main/org/mineskin/java-client-jsoup/2.0.0-SNAPSHOT/java-client-jsoup-2.0.0-20240827.133951-2.pom
[22:29:59] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.extendedclip.com/content/repositories/placeholderapi/org/mineskin/java-client-jsoup/2.0.0-SNAPSHOT/java-client-jsoup-2.0.0-20240827.133951-2.pom
[22:30:00] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.inventivetalent.org/repository/public/org/mineskin/java-client-jsoup/2.0.0-SNAPSHOT/java-client-jsoup-2.0.0-20240827.133951-2.pom
[22:30:00] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/org/mineskin/client-parent/PARENT/client-parent-PARENT.pom
[22:30:00] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://oss.sonatype.org/content/groups/public/org/mineskin/client-parent/PARENT/client-parent-PARENT.pom
[22:30:00] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.opencollab.dev/main/org/mineskin/client-parent/PARENT/client-parent-PARENT.pom
[22:30:01] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.extendedclip.com/content/repositories/placeholderapi/org/mineskin/client-parent/PARENT/client-parent-PARENT.pom
[22:30:01] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.inventivetalent.org/repository/public/org/mineskin/client-parent/PARENT/client-parent-PARENT.pom
[22:30:01] [DefaultMetadataResolver-1-0/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/org/mineskin/java-client/2.0.0-SNAPSHOT/maven-metadata.xml
[22:30:01] [DefaultMetadataResolver-1-2/INFO]: [MavenLibraryResolver] Downloading https://repo.opencollab.dev/main/org/mineskin/java-client/2.0.0-SNAPSHOT/maven-metadata.xml
[22:30:01] [DefaultMetadataResolver-1-1/INFO]: [MavenLibraryResolver] Downloading https://oss.sonatype.org/content/groups/public/org/mineskin/java-client/2.0.0-SNAPSHOT/maven-metadata.xml
[22:30:01] [DefaultMetadataResolver-1-3/INFO]: [MavenLibraryResolver] Downloading https://repo.extendedclip.com/content/repositories/placeholderapi/org/mineskin/java-client/2.0.0-SNAPSHOT/maven-metadata.xml
[22:30:01] [DefaultMetadataResolver-1-2/INFO]: [MavenLibraryResolver] Downloading https://repo.inventivetalent.org/repository/public/org/mineskin/java-client/2.0.0-SNAPSHOT/maven-metadata.xml
[22:30:01] [DefaultMetadataResolver-1-1/INFO]: [MavenLibraryResolver] Downloading https://repo.codemc.org/repository/maven-releases/org/mineskin/java-client/2.0.0-SNAPSHOT/maven-metadata.xml
[22:30:01] [DefaultMetadataResolver-1-2/INFO]: [MavenLibraryResolver] Downloading https://maven.quiltmc.org/repository/release/org/mineskin/java-client/2.0.0-SNAPSHOT/maven-metadata.xml
[22:30:01] [DefaultMetadataResolver-1-0/INFO]: [MavenLibraryResolver] Downloading https://maven.fabricmc.net/org/mineskin/java-client/2.0.0-SNAPSHOT/maven-metadata.xml
[22:30:01] [DefaultMetadataResolver-1-3/INFO]: [MavenLibraryResolver] Downloading https://repo.inventivetalent.org/repository/public/org/mineskin/java-client/2.0.0-SNAPSHOT/maven-metadata.xml
[22:30:02] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/org/mineskin/java-client/2.0.0-SNAPSHOT/java-client-2.0.0-20240827.133939-2.pom
[22:30:02] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://oss.sonatype.org/content/groups/public/org/mineskin/java-client/2.0.0-SNAPSHOT/java-client-2.0.0-20240827.133939-2.pom
[22:30:02] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.opencollab.dev/main/org/mineskin/java-client/2.0.0-SNAPSHOT/java-client-2.0.0-20240827.133939-2.pom
[22:30:02] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.extendedclip.com/content/repositories/placeholderapi/org/mineskin/java-client/2.0.0-SNAPSHOT/java-client-2.0.0-20240827.133939-2.pom
[22:30:02] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.inventivetalent.org/repository/public/org/mineskin/java-client/2.0.0-SNAPSHOT/java-client-2.0.0-20240827.133939-2.pom
[22:30:02] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/code/gson/gson/2.10.1/gson-2.10.1.pom
[22:30:03] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/code/gson/gson-parent/2.10.1/gson-parent-2.10.1.pom
[22:30:03] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/guava/guava/32.1.2-jre/guava-32.1.2-jre.pom
[22:30:03] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/guava/guava-parent/32.1.2-jre/guava-parent-32.1.2-jre.pom
[22:30:04] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/guava/failureaccess/1.0.1/failureaccess-1.0.1.pom
[22:30:04] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/guava/guava-parent/26.0-android/guava-parent-26.0-android.pom
[22:30:04] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/org/sonatype/oss/oss-parent/9/oss-parent-9.pom
[22:30:04] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/guava/listenablefuture/9999.0-empty-to-avoid-conflict-with-guava/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.pom
[22:30:05] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/code/findbugs/jsr305/3.0.2/jsr305-3.0.2.pom
[22:30:05] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/org/sonatype/oss/oss-parent/7/oss-parent-7.pom
[22:30:05] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/org/checkerframework/checker-qual/3.33.0/checker-qual-3.33.0.pom
[22:30:05] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/errorprone/error_prone_annotations/2.18.0/error_prone_annotations-2.18.0.pom
[22:30:06] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/errorprone/error_prone_parent/2.18.0/error_prone_parent-2.18.0.pom
[22:30:06] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/j2objc/j2objc-annotations/2.8/j2objc-annotations-2.8.pom
[22:30:06] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/org/jsoup/jsoup/1.17.2/jsoup-1.17.2.pom
[22:30:07] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.inventivetalent.org/repository/public/org/mineskin/java-client-jsoup/2.0.0-SNAPSHOT/java-client-jsoup-2.0.0-20240827.133951-2.jar
[22:30:07] [BasicRepositoryConnector-repo.inventivetalent.org-2-0/INFO]: [MavenLibraryResolver] Downloading https://repo.inventivetalent.org/repository/public/org/mineskin/java-client/2.0.0-SNAPSHOT/java-client-2.0.0-20240827.133939-2.jar
[22:30:07] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/org/jsoup/jsoup/1.17.2/jsoup-1.17.2.jar
[22:30:07] [BasicRepositoryConnector-repo.papermc.io-3-0/INFO]: [MavenLibraryResolver] Downloading https://repo.papermc.io/repository/maven-public/com/google/j2objc/j2objc-annotations/2.8/j2objc-annotations-2.8.jar
[22:30:07] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/github/ben-manes/caffeine/caffeine/3.1.8/caffeine-3.1.8.pom
[22:30:07] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/checkerframework/checker-qual/3.37.0/checker-qual-3.37.0.pom
[22:30:08] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/google/errorprone/error_prone_annotations/2.21.1/error_prone_annotations-2.21.1.pom
[22:30:08] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/google/errorprone/error_prone_parent/2.21.1/error_prone_parent-2.21.1.pom
[22:30:08] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/h2database/h2/2.2.224/h2-2.2.224.pom
[22:30:08] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/zaxxer/HikariCP/5.1.0/HikariCP-5.1.0.pom
[22:30:08] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/slf4j/slf4j-api/1.7.36/slf4j-api-1.7.36.pom
[22:30:08] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/slf4j/slf4j-parent/1.7.36/slf4j-parent-1.7.36.pom
[22:30:08] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/flywaydb/flyway-core/10.15.2/flyway-core-10.15.2.pom
[22:30:08] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/flywaydb/flyway-parent/10.15.2/flyway-parent-10.15.2.pom
[22:30:08] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/dataformat/jackson-dataformat-toml/2.15.2/jackson-dataformat-toml-2.15.2.pom
[22:30:09] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/dataformat/jackson-dataformats-text/2.15.2/jackson-dataformats-text-2.15.2.pom
[22:30:09] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/jackson-base/2.15.2/jackson-base-2.15.2.pom
[22:30:09] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/jackson-bom/2.15.2/jackson-bom-2.15.2.pom
[22:30:09] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/jackson-parent/2.15/jackson-parent-2.15.pom
[22:30:09] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/oss-parent/50/oss-parent-50.pom
[22:30:09] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/core/jackson-databind/2.15.2/jackson-databind-2.15.2.pom
[22:30:09] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/junit/junit-bom/5.9.2/junit-bom-5.9.2.pom
[22:30:09] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/core/jackson-annotations/2.15.2/jackson-annotations-2.15.2.pom
[22:30:09] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/core/jackson-core/2.15.2/jackson-core-2.15.2.pom
[22:30:10] [ServerMain/INFO]: [org.eclipse.aether.internal.impl.DefaultArtifactResolver] Artifact com.google.code.gson:gson:pom:2.10.1 is present in the local repository, but cached from a remote repository ID that is unavailable in current build context, verifying that is downloadable from [atlas (https://repo.moros.me/releases, default, releases+snapshots), paper (https://repo.papermc.io/repository/maven-public, default, releases+snapshots), maven-central (https://repo1.maven.org/maven2, default, releases+snapshots), repo.gradle.org (https://repo.gradle.org/gradle/libs-releases-local/, default, releases+snapshots), flyway-repo (https://nexus.flywaydb.org/repository/flyway/, default, releases+snapshots), flyway-community-db-support (https://maven.pkg.github.com/flyway/flyway-community-db-support, default, releases+snapshots), central (https://repo.maven.apache.org/maven2, default, releases)]
[22:30:10] [ServerMain/INFO]: [org.eclipse.aether.internal.impl.DefaultArtifactResolver] Artifact com.google.code.gson:gson:pom:2.10.1 is present in the local repository, but cached from a remote repository ID that is unavailable in current build context, verifying that is downloadable from [atlas (https://repo.moros.me/releases, default, releases+snapshots), paper (https://repo.papermc.io/repository/maven-public, default, releases+snapshots), maven-central (https://repo1.maven.org/maven2, default, releases+snapshots), repo.gradle.org (https://repo.gradle.org/gradle/libs-releases-local/, default, releases+snapshots), flyway-repo (https://nexus.flywaydb.org/repository/flyway/, default, releases+snapshots), flyway-community-db-support (https://maven.pkg.github.com/flyway/flyway-community-db-support, default, releases+snapshots), central (https://repo.maven.apache.org/maven2, default, releases)]
[22:30:10] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/google/code/gson/gson/2.10.1/gson-2.10.1.pom
[22:30:10] [ServerMain/INFO]: [org.eclipse.aether.internal.impl.DefaultArtifactResolver] Artifact com.google.code.gson:gson-parent:pom:2.10.1 is present in the local repository, but cached from a remote repository ID that is unavailable in current build context, verifying that is downloadable from [atlas (https://repo.moros.me/releases, default, releases+snapshots), paper (https://repo.papermc.io/repository/maven-public, default, releases+snapshots), maven-central (https://repo1.maven.org/maven2, default, releases+snapshots), repo.gradle.org (https://repo.gradle.org/gradle/libs-releases-local/, default, releases+snapshots), flyway-repo (https://nexus.flywaydb.org/repository/flyway/, default, releases+snapshots), flyway-community-db-support (https://maven.pkg.github.com/flyway/flyway-community-db-support, default, releases+snapshots), central (https://repo.maven.apache.org/maven2, default, releases)]
[22:30:10] [ServerMain/INFO]: [org.eclipse.aether.internal.impl.DefaultArtifactResolver] Artifact com.google.code.gson:gson-parent:pom:2.10.1 is present in the local repository, but cached from a remote repository ID that is unavailable in current build context, verifying that is downloadable from [atlas (https://repo.moros.me/releases, default, releases+snapshots), paper (https://repo.papermc.io/repository/maven-public, default, releases+snapshots), maven-central (https://repo1.maven.org/maven2, default, releases+snapshots), repo.gradle.org (https://repo.gradle.org/gradle/libs-releases-local/, default, releases+snapshots), flyway-repo (https://nexus.flywaydb.org/repository/flyway/, default, releases+snapshots), flyway-community-db-support (https://maven.pkg.github.com/flyway/flyway-community-db-support, default, releases+snapshots), central (https://repo.maven.apache.org/maven2, default, releases)]
[22:30:10] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/google/code/gson/gson-parent/2.10.1/gson-parent-2.10.1.pom
[22:30:10] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/flywaydb/flyway-database-hsqldb/10.15.2/flyway-database-hsqldb-10.15.2.pom
[22:30:10] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/flywaydb/flyway-database-postgresql/10.15.2/flyway-database-postgresql-10.15.2.pom
[22:30:10] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/flywaydb/flyway-mysql/10.15.2/flyway-mysql-10.15.2.pom
[22:30:10] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/hsqldb/hsqldb/2.7.3/hsqldb-2.7.3.pom
[22:30:10] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/jdbi/jdbi3-core/3.45.2/jdbi3-core-3.45.2.pom
[22:30:10] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/jdbi/internal/jdbi3-parent/3.45.2/jdbi3-parent-3.45.2.pom
[22:30:10] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/jdbi/jdbi3-build-parent/3.45.2/jdbi3-build-parent-3.45.2.pom
[22:30:11] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/jdbi/internal/jdbi3-root/3.45.2/jdbi3-root-3.45.2.pom
[22:30:11] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/basepom/basepom-oss/59/basepom-oss-59.pom
[22:30:11] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/basepom/basepom-minimal/59/basepom-minimal-59.pom
[22:30:11] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/basepom/basepom-foundation/59/basepom-foundation-59.pom
[22:30:11] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/jdbi/jdbi3-bom/3.45.2/jdbi3-bom-3.45.2.pom
[22:30:11] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/jackson-bom/2.12.7.20221012/jackson-bom-2.12.7.20221012.pom
[22:30:11] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/jackson-parent/2.12/jackson-parent-2.12.pom
[22:30:11] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/oss-parent/41/oss-parent-41.pom
[22:30:11] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/junit/junit-bom/5.10.1/junit-bom-5.10.1.pom
[22:30:12] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/testcontainers/testcontainers-bom/1.19.4/testcontainers-bom-1.19.4.pom
[22:30:12] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/io/leangen/geantyref/geantyref/1.3.15/geantyref-1.3.15.pom
[22:30:12] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/mariadb/jdbc/mariadb-java-client/3.4.0/mariadb-java-client-3.4.0.pom
[22:30:12] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/junit/junit-bom/5.7.0/junit-bom-5.7.0.pom
[22:30:12] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/software/amazon/awssdk/bom/2.21.1/bom-2.21.1.pom
[22:30:12] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/software/amazon/awssdk/aws-sdk-java-pom/2.21.1/aws-sdk-java-pom-2.21.1.pom
[22:30:12] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/github/waffle/waffle-jna/3.3.0/waffle-jna-3.3.0.pom
[22:30:12] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/github/waffle/waffle-parent/3.3.0/waffle-parent-3.3.0.pom
[22:30:12] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/net/java/dev/jna/jna/5.13.0/jna-5.13.0.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/net/java/dev/jna/jna-platform/5.13.0/jna-platform-5.13.0.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/slf4j/jcl-over-slf4j/2.0.7/jcl-over-slf4j-2.0.7.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/slf4j/slf4j-parent/2.0.7/slf4j-parent-2.0.7.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/slf4j/slf4j-api/2.0.7/slf4j-api-2.0.7.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/github/ben-manes/caffeine/caffeine/2.9.3/caffeine-2.9.3.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/checkerframework/checker-qual/3.19.0/checker-qual-3.19.0.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/google/errorprone/error_prone_annotations/2.10.0/error_prone_annotations-2.10.0.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/google/errorprone/error_prone_parent/2.10.0/error_prone_parent-2.10.0.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/checkerframework/checker-qual/3.32.0/checker-qual-3.32.0.pom
[22:30:13] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/postgresql/postgresql/42.7.3/postgresql-42.7.3.pom
[22:30:14] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/checkerframework/checker-qual/3.42.0/checker-qual-3.42.0.pom
[22:30:14] [ServerMain/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/github/ben-manes/caffeine/caffeine/3.1.8/caffeine-3.1.8.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-0/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/checkerframework/checker-qual/3.37.0/checker-qual-3.37.0.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-1/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/google/errorprone/error_prone_annotations/2.21.1/error_prone_annotations-2.21.1.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-2/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/h2database/h2/2.2.224/h2-2.2.224.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-3/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/zaxxer/HikariCP/5.1.0/HikariCP-5.1.0.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-4/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/slf4j/slf4j-api/1.7.36/slf4j-api-1.7.36.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-0/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/flywaydb/flyway-core/10.15.2/flyway-core-10.15.2.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-1/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/dataformat/jackson-dataformat-toml/2.15.2/jackson-dataformat-toml-2.15.2.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-4/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/core/jackson-databind/2.15.2/jackson-databind-2.15.2.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-3/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/core/jackson-annotations/2.15.2/jackson-annotations-2.15.2.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-0/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/fasterxml/jackson/core/jackson-core/2.15.2/jackson-core-2.15.2.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-2/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/flywaydb/flyway-database-hsqldb/10.15.2/flyway-database-hsqldb-10.15.2.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-1/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/flywaydb/flyway-database-postgresql/10.15.2/flyway-database-postgresql-10.15.2.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-3/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/flywaydb/flyway-mysql/10.15.2/flyway-mysql-10.15.2.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-2/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/hsqldb/hsqldb/2.7.3/hsqldb-2.7.3.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-1/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/jdbi/jdbi3-core/3.45.2/jdbi3-core-3.45.2.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-4/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/org/mariadb/jdbc/mariadb-java-client/3.4.0/mariadb-java-client-3.4.0.jar
[22:30:14] [BasicRepositoryConnector-repo.moros.me-4-0/INFO]: [MavenLibraryResolver] Downloading https://repo.moros.me/releases/com/github/waffle/waffle-jna/3.3.0/waffle-jna-3.3.0.jar
